"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","STP","Sao Tome and Principe","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ASI","Asia","SAU","Saudi Arabia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",1,,
"ALL","All regions","SAU","Saudi Arabia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",1,,
"AFR","Africa","SEN","Senegal","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"AFR","Africa","SEN","Senegal","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",55.4,,
"ALL","All regions","SEN","Senegal","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","SEN","Senegal","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",55.4,,
"AFR","Africa","SYC","Seychelles","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SYC","Seychelles","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SLE","Sierra Leone","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"AFR","Africa","SLE","Sierra Leone","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",55.6,,
"ALL","All regions","SLE","Sierra Leone","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","SLE","Sierra Leone","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",55.6,,
"ASI","Asia","SGP","Singapore","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ASI","Asia","SGP","Singapore","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",60.7,,
"ALL","All regions","SGP","Singapore","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","SGP","Singapore","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",60.7,,
"EUR","Europe","SVN","Slovenia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"EUR","Europe","SVN","Slovenia","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",78.5,,
"ALL","All regions","SVN","Slovenia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","SVN","Slovenia","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",78.5,,
"ASI","Asia","SLB","Solomon Islands","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SLB","Solomon Islands","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SOM","Somalia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SOM","Somalia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.25,,
"AFR","Africa","ZAF","South Africa","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"AFR","Africa","ZAF","South Africa","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",55.4,,
"ALL","All regions","ZAF","South Africa","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","ZAF","South Africa","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",55.4,,
"ASI","Asia","LKA","Sri Lanka","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ASI","Asia","LKA","Sri Lanka","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",68.1,,
"ALL","All regions","LKA","Sri Lanka","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","LKA","Sri Lanka","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",68.1,,
"AFR","Africa","SDN","Sudan","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",1,,
"ALL","All regions","SDN","Sudan","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",1,,
"AFR","Africa","SWZ","Eswatini","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SWZ","Eswatini","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.25,,
"ASI","Asia","SYR","Syrian Arab Republic","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SYR","Syrian Arab Republic","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"ASI","Asia","TWN","Chinese Taipei","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ASI","Asia","TWN","Chinese Taipei","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",77.4,,
"ALL","All regions","TWN","Chinese Taipei","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","TWN","Chinese Taipei","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",77.4,,
"ASI","Asia","TJK","Tajikistan","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ASI","Asia","TJK","Tajikistan","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.6,,
"ALL","All regions","TJK","Tajikistan","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","TJK","Tajikistan","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.6,,
"AFR","Africa","TZA","Tanzania","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"AFR","Africa","TZA","Tanzania","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.4,,
"ALL","All regions","TZA","Tanzania","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","TZA","Tanzania","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.4,,
"ASI","Asia","THA","Thailand","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ASI","Asia","THA","Thailand","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",71.8,,
"ALL","All regions","THA","Thailand","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","THA","Thailand","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",71.8,,
"ASI","Asia","TLS","Timor-Leste","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","TLS","Timor-Leste","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"AFR","Africa","TGO","Togo","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TGO","Togo","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",42.4,,
"ALL","All regions","TGO","Togo","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TGO","Togo","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",42.4,,
"AME","Americas","TTO","Trinidad and Tobago","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"AME","Americas","TTO","Trinidad and Tobago","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",64.1,,
"ALL","All regions","TTO","Trinidad and Tobago","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TTO","Trinidad and Tobago","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",64.1,,
"AFR","Africa","TUN","Tunisia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"AFR","Africa","TUN","Tunisia","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.2,,
"ALL","All regions","TUN","Tunisia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","TUN","Tunisia","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.2,,
"ASI","Asia","TKM","Turkmenistan","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ASI","Asia","TKM","Turkmenistan","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",49.3,,
"ALL","All regions","TKM","Turkmenistan","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","TKM","Turkmenistan","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",49.3,,
"AFR","Africa","UGA","Uganda","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"AFR","Africa","UGA","Uganda","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.7,,
"ALL","All regions","UGA","Uganda","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"ALL","All regions","UGA","Uganda","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.7,,
"EUR","Europe","UKR","Ukraine","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"EUR","Europe","UKR","Ukraine","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",73.6,,
"ALL","All regions","UKR","Ukraine","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","UKR","Ukraine","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",73.6,,
"ASI","Asia","ARE","United Arab Emirates","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ARE","United Arab Emirates","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"AME","Americas","URY","Uruguay","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"AME","Americas","URY","Uruguay","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",68.4,,
"ALL","All regions","URY","Uruguay","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","URY","Uruguay","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",68.4,,
"ASI","Asia","UZB","Uzbekistan","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ASI","Asia","UZB","Uzbekistan","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",74.2,,
"ALL","All regions","UZB","Uzbekistan","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","UZB","Uzbekistan","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",74.2,,
"AME","Americas","VEN","Venezuela","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"AME","Americas","VEN","Venezuela","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",63,,
"ALL","All regions","VEN","Venezuela","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","VEN","Venezuela","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",63,,
"ASI","Asia","VNM","Viet Nam","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ASI","Asia","VNM","Viet Nam","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",69,,
"ALL","All regions","VNM","Viet Nam","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","VNM","Viet Nam","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",69,,
"ASI","Asia","YEM","Yemen","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",1,,
"ASI","Asia","YEM","Yemen","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",68,,
"ALL","All regions","YEM","Yemen","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",1,,
"ALL","All regions","YEM","Yemen","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",68,,
"AFR","Africa","ZMB","Zambia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"AFR","Africa","ZMB","Zambia","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.4,,
"ALL","All regions","ZMB","Zambia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ZMB","Zambia","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",62.4,,
"AFR","Africa","ZWE","Zimbabwe","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"AFR","Africa","ZWE","Zimbabwe","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",70.5,,
"ALL","All regions","ZWE","Zimbabwe","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","ZWE","Zimbabwe","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",70.5,,
"EUR","Europe","SRB","Serbia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"EUR","Europe","SRB","Serbia","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",73.2,,
"ALL","All regions","SRB","Serbia","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","SRB","Serbia","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",73.2,,
"EUR","Europe","MNE","Montenegro","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"EUR","Europe","MNE","Montenegro","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",58.2,,
"ALL","All regions","MNE","Montenegro","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","MNE","Montenegro","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",58.2,,
"EUR","Europe","XKO","Kosovo","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"EUR","Europe","XKO","Kosovo","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",72.4,,
"ALL","All regions","XKO","Kosovo","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0,,
"ALL","All regions","XKO","Kosovo","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",72.4,,
"AFR","Africa","SSD","South Sudan ","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.25,,
"AFR","Africa","SSD","South Sudan ","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",52.6,,
"ALL","All regions","SSD","South Sudan ","AIC","All income groups","RCL_FM_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SSD","South Sudan ","AIC","All income groups","RCL_FM_PRACT","Practice","2019","2019",52.6,,
